event,date,status,department,institution,categories
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Computer Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Civil and Environmental Engineering,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Project Scientist,Pathology and Lab Medicine,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Civil and Environmental Engineering,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Biosciences,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,DGSOM School of Medicine,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Faculty,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Math,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Bioengineering,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,EMBA,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,CEE,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Math,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,English and Political Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Electrical and Computer Engineering,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Global Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Political Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Neuroscience,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Staff,ISG/MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Education,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Information Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Postdoc,MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Postdoc,Psychiatry,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,MCDB,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Chemistry and Biochemistry,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Community Health Sciences,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Ecology and Evolutionary Biology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Political Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Institute of Society and Genetics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Economics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Faculty,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Sociology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Dept of History,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,FSPH,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Geography,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Information Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,International Development Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Global Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Political Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,EHS,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Faculty,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Education,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Institute of the Environment and Sustainability,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Postdoc,Geography,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,International Development Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,human biology and society,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Health Policy and Management,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Health Policy and Management,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Econ,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Faculty,Political Science,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Postdoc,MCDB,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Psychiatry,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Public Policy,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Statistics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,American Indian Studies,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Intercampus Student from Berkeley Haas / UCLA,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Ecology and Evolutionary Biology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Oral Biology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Postdoc,Psychiatry,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Research staff,Lewis Center for Regional Policy Studies (Luskin School),NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Health Policy and Management,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Staff,"Medicine, Dermatology",NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Faculty,Epidemiology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Lab Assistant,Medicine,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Staff,Psychology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Epi,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Dermatology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,MFE,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,"Psych, Biomedical Research",NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Education,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Resident Physician,Neurology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,IoES,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Epidemiology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Economics,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Anderson,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Sociology,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,EMBA,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Project Scientist,MIMG,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Chemistry and Biochemistry,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Graduate Student,Urban & Regional Planning,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Mechanical and Aerospace Engineering,NA,"Data Cleaning, R (programming language)"
R Workshop Series: Spring 2020 (Online),2020-04-17T00:00:00Z,Undergraduate Student,Political Science,NA,"Data Cleaning, R (programming language)"
